site,date_local,min_temp_c,max_temp_c,median_temp_c,mean_temp_c
B10,2021-08-07,26.8831,27.4714,26.9999,27.1250805063291
B10.5,2021-08-07,26.9054,27.5422,26.9888,27.1260396907217
B11,2021-08-07,26.9111,27.4936,27.1701,27.158825
B12,2021-08-07,26.9059,27.5097,27.08635,27.1525224324324
B13,2021-08-07,26.9426,27.5237,27.0759,27.1986432132964
B14,2021-08-07,26.9348,27.2282,26.9705,27.0270951289398
B15,2021-08-07,26.8957,27.3343,26.95,27.0420451327434
B16,2021-08-07,26.9091,27.3428,26.9619,27.0411668674699
B17,2021-08-07,26.8985,27.3468,27.0028,27.0872096573209
B18,2021-08-07,26.9406,27.2526,27.0131,27.0547673076923
B19,2021-08-07,26.9293,27.3626,27.05705,27.0961284768212
B20,2021-08-07,26.9626,27.1746,27.01435,27.0410010273973
B21,2021-08-07,26.9723,27.2769,27.00375,27.0442833333333
B22,2021-08-07,26.9662,27.219,27.11375,27.0933125925926
B10,2021-08-08,26.8297,27.8978,27.0865,27.2380695833333
B10.5,2021-08-08,26.8676,27.7316,27.08535,27.1869047222222
B11,2021-08-08,26.861,27.6629,27.09525,27.1490006944444
B12,2021-08-08,26.8393,27.8555,27.16475,27.2176883333333
B13,2021-08-08,26.8516,27.8309,27.10995,27.2296934722222
B14,2021-08-08,26.9184,27.7445,27.202,27.23942125
B15,2021-08-08,26.907,27.7456,27.0714,27.1478379166667
B16,2021-08-08,26.861,27.5532,27.1158,27.1553631944444
B17,2021-08-08,26.8658,27.8131,27.0586,27.2018081944444
B18,2021-08-08,26.8675,27.723,27.0898,27.1729061111111
B19,2021-08-08,26.8842,27.8003,27.2499,27.2446870833333
B20,2021-08-08,26.9094,27.6384,27.1269,27.1607848611111
B21,2021-08-08,26.9064,27.6559,27.1101,27.1570058333333
B22,2021-08-08,26.9123,27.5429,26.9967,27.13031
B10,2021-08-09,26.7594,27.6068,27.1004,27.1526601388889
B10.5,2021-08-09,26.7952,27.6157,27.15665,27.1636051388889
B11,2021-08-09,26.8653,27.6111,27.1866,27.1737590277778
B12,2021-08-09,26.7109,27.7835,27.08285,27.1338281944444
B13,2021-08-09,26.701,27.6419,27.0525,27.1185516666667
B14,2021-08-09,26.9503,27.4678,27.0921,27.1248470833333
B15,2021-08-09,26.9407,27.3533,27.0563,27.0877920833333
B16,2021-08-09,26.9454,27.5304,27.1074,27.1258115277778
B17,2021-08-09,26.9084,27.3808,27.0349,27.0788009722222
B18,2021-08-09,26.8614,27.3044,27.06125,27.073905
B19,2021-08-09,26.8184,27.6475,26.9932,27.11260875
B20,2021-08-09,26.8552,27.4959,27.03455,27.1042070833333
B21,2021-08-09,26.8984,27.4279,27.01805,27.0962570833333
B22,2021-08-09,26.8894,27.4103,27.0096,27.0842079166667
B10,2021-08-10,26.7113,27.4377,26.9601,27.0052922222222
B10.5,2021-08-10,26.7858,27.2925,26.97835,27.0036858333333
B11,2021-08-10,26.8805,27.2602,26.9841,27.0166665277778
B12,2021-08-10,26.7304,27.4663,26.9339,26.9766179166667
B13,2021-08-10,26.7663,27.4917,26.9121,26.99481375
B14,2021-08-10,26.9046,27.3394,27.0205,27.0374006944444
B15,2021-08-10,26.8995,27.2637,27.03695,27.0518101388889
B16,2021-08-10,26.9096,27.2284,27.02605,27.0418733333333
B17,2021-08-10,26.9163,27.3016,27.06485,27.0590291666667
B18,2021-08-10,26.9376,27.2754,27.0346,27.0417441666667
B19,2021-08-10,26.8945,27.33,26.97735,27.0192254166667
B20,2021-08-10,26.9091,27.255,26.97185,27.01119625
B21,2021-08-10,26.9232,27.2309,26.99125,27.0221223611111
B22,2021-08-10,26.9022,27.1865,26.99735,27.0158293055556
B10,2021-08-11,26.8794,27.5153,27.019,27.0958379166667
B10.5,2021-08-11,26.9164,27.3944,27.06175,27.0959847222222
B11,2021-08-11,26.9077,27.3241,27.0378,27.0742809722222
B12,2021-08-11,26.7856,27.5272,27.0663,27.0922684722222
B13,2021-08-11,26.8383,27.4951,26.9642,27.0624305555556
B14,2021-08-11,26.8977,27.3595,27.02635,27.0630075
B15,2021-08-11,26.9089,27.2758,27.0395,27.0467008333333
B16,2021-08-11,26.9132,27.3197,27.0656,27.0596095833333
B17,2021-08-11,26.9064,27.3124,27.00105,27.0362622222222
B18,2021-08-11,26.9008,27.43,27.01205,27.0694676388889
B19,2021-08-11,26.8485,27.5183,26.9606,27.0595644444444
B20,2021-08-11,26.8726,27.3539,27.0136,27.0586227777778
B21,2021-08-11,26.8885,27.3392,27.0237,27.0597056944444
B22,2021-08-11,26.8784,27.3471,26.98455,27.0431347222222
B10,2021-08-12,26.8894,27.5302,26.98645,27.1050152777778
B10.5,2021-08-12,26.9104,27.467,27.0216,27.1117436111111
B11,2021-08-12,26.9256,27.4008,27.049,27.0967497222222
B12,2021-08-12,26.8441,27.5249,27.02935,27.0953972222222
B13,2021-08-12,26.8625,27.4916,26.9813,27.0792381944444
B14,2021-08-12,26.9565,27.3771,27.0046,27.0748141666667
B15,2021-08-12,26.8865,27.3012,27.0033,27.0385318055556
B16,2021-08-12,26.8583,27.3092,26.9991,27.0354743055556
B17,2021-08-12,26.8927,27.3032,26.9774,27.0296336111111
B18,2021-08-12,26.8654,27.2756,26.98185,27.0227233333333
B19,2021-08-12,26.8215,27.4009,26.9487,27.0251533333333
B20,2021-08-12,26.8349,27.327,26.94145,27.0001779166667
B21,2021-08-12,26.8593,27.2776,26.94955,27.0078868055556
B22,2021-08-12,26.8656,27.3787,26.94465,27.0214761111111
B10,2021-08-13,26.9008,27.0768,26.94155,26.9549823611111
B10.5,2021-08-13,26.8885,27.1157,26.93405,26.9529818055556
B11,2021-08-13,26.9091,27.087,26.93935,26.9566801388889
B12,2021-08-13,26.8613,27.1066,26.91985,26.9311361111111
B13,2021-08-13,26.8423,27.0617,26.93085,26.9292129166667
B14,2021-08-13,26.8514,27.0546,26.9522,26.9374501388889
B15,2021-08-13,26.7854,26.9773,26.8671,26.8757079166667
B16,2021-08-13,26.7846,27.0234,26.8947,26.8798241666667
B17,2021-08-13,26.7559,27.0412,26.91625,26.9069991666667
B18,2021-08-13,26.8235,27.0344,26.95555,26.9351986111111
B19,2021-08-13,26.8493,27.0722,26.9806,26.9565663888889
B20,2021-08-13,26.8699,27.0992,26.9948,26.9881994444444
B21,2021-08-13,26.9192,27.0981,26.99995,26.9898631944444
B22,2021-08-13,26.9099,27.0797,26.9872,26.9817056944444
B10,2021-08-14,26.8582,27.1838,26.97935,26.9856645833333
B10.5,2021-08-14,26.8568,27.2204,26.9573,26.9720102777778
B11,2021-08-14,26.8468,27.1055,26.93665,26.9404319444444
B12,2021-08-14,26.8067,27.2003,26.94265,26.9720627777778
B13,2021-08-14,26.8391,27.2323,26.9971,27.0156022222222
B14,2021-08-14,26.8137,27.1933,27.0071,27.0016184722222
B15,2021-08-14,26.7831,27.1735,26.9321,26.9459983333333
B16,2021-08-14,26.7686,27.1602,26.9541,26.93571125
B17,2021-08-14,26.7904,27.2199,26.96765,26.9781361111111
B18,2021-08-14,26.8377,27.2205,27.0078,27.0093243055556
B19,2021-08-14,26.9173,27.2617,27.01025,27.0517519444444
B20,2021-08-14,26.9855,27.1766,27.04945,27.0633211111111
B21,2021-08-14,26.9779,27.2046,27.05285,27.0635548611111
B22,2021-08-14,26.9682,27.1813,27.05305,27.0633408333333
B10,2021-08-15,26.8928,27.402,27.0328,27.0612969444444
B10.5,2021-08-15,26.879,27.5476,27.03495,27.0708158333333
B11,2021-08-15,26.8648,27.3279,27.0795,27.0560208333333
B12,2021-08-15,26.8364,27.3691,26.96295,27.0109190277778
B13,2021-08-15,26.8872,27.5578,26.9876,27.0488765277778
B14,2021-08-15,26.8689,27.3154,26.97975,27.0229748611111
B15,2021-08-15,26.8856,27.16,26.9401,26.97636
B16,2021-08-15,26.8926,27.1898,26.95655,26.9906744444444
B17,2021-08-15,26.8067,27.2963,26.96525,26.9909420833333
B18,2021-08-15,26.861,27.2469,26.9837,27.0077420833333
B19,2021-08-15,26.8977,27.4329,26.96505,27.0525136111111
B20,2021-08-15,26.8269,27.2306,26.9481,26.9797381944444
B21,2021-08-15,26.8405,27.2191,26.96035,26.9753298611111
B22,2021-08-15,26.8436,27.2003,26.97125,26.9781591666667
B10,2021-08-16,26.9074,27.2717,27.0476,27.0447161111111
B10.5,2021-08-16,26.9171,27.3017,27.05335,27.0539363888889
B11,2021-08-16,26.9153,27.253,27.0513,27.0503394444444
B12,2021-08-16,26.9343,27.3685,27.048,27.0586654166667
B13,2021-08-16,26.8954,27.3694,27.0178,27.0487036111111
B14,2021-08-16,26.9233,27.2191,27.0302,27.0340541666667
B15,2021-08-16,26.8995,27.1634,26.99015,26.9936495833333
B16,2021-08-16,26.9029,27.2372,27.01245,27.0165116666667
B17,2021-08-16,26.8728,27.2293,27.0173,27.0049881944444
B18,2021-08-16,26.8881,27.2059,27.03625,27.0256831944444
B19,2021-08-16,26.852,27.4074,27.01635,27.0336419444444
B20,2021-08-16,26.8002,27.1839,26.9202,26.9544605555556
B21,2021-08-16,26.7486,27.0772,26.86555,26.8959581944444
B22,2021-08-16,26.7978,27.158,26.886,26.9131256944444
B10,2021-08-17,26.9018,27.2029,26.96865,27.0061284722222
B10.5,2021-08-17,26.9225,27.1975,26.9807,27.0100411111111
B11,2021-08-17,26.8827,27.1541,26.9728,26.9822709722222
B12,2021-08-17,26.834,27.2035,26.8993,26.9362170833333
B13,2021-08-17,26.8544,27.1024,26.9188,26.9449369444444
B14,2021-08-17,26.8978,27.1019,26.97425,26.9762083333333
B15,2021-08-17,26.8993,27.0399,26.9582,26.9653651388889
B16,2021-08-17,26.9158,27.0322,26.97005,26.9700226388889
B17,2021-08-17,26.8739,27.1015,26.94135,26.9611808333333
B18,2021-08-17,26.9063,27.1243,26.95595,26.9818508333333
B19,2021-08-17,26.8672,27.2086,26.93665,26.9705805555556
B20,2021-08-17,26.8417,27.1393,26.92195,26.9484143055556
B21,2021-08-17,26.8384,27.1219,26.925,26.9553652777778
B22,2021-08-17,26.8041,27.1282,26.9361,26.95419625
B10,2021-08-18,26.7665,27.2891,26.88415,26.9379465277778
B10.5,2021-08-18,26.7815,27.2553,26.87525,26.9292408333333
B11,2021-08-18,26.7638,27.2002,26.8769,26.91119125
B12,2021-08-18,26.6694,27.3191,26.81365,26.8968865277778
B13,2021-08-18,26.7046,27.3097,26.8638,26.9136251388889
B14,2021-08-18,26.8,27.1831,26.90285,26.9376438888889
B15,2021-08-18,26.8135,27.1098,26.8761,26.9084775
B16,2021-08-18,26.8055,27.0832,26.8939,26.91378125
B17,2021-08-18,26.6999,27.1386,26.8206,26.8617091666667
B18,2021-08-18,26.7842,27.0321,26.87385,26.8904193055556
B19,2021-08-18,26.7155,27.1101,26.8312,26.8677531944444
B20,2021-08-18,26.6561,27.0642,26.79715,26.8278456944444
B21,2021-08-18,26.5919,27.0536,26.785,26.8048690277778
B22,2021-08-18,26.5715,27.0065,26.75125,26.7599194444444
B01,2021-08-19,26.7614,27.1239,26.8826,26.9174956834532
B02,2021-08-19,26.7785,26.8134,26.7956,26.7951142857143
B03,2021-08-19,26.7807,27.0953,26.8547,26.8908505791506
B04,2021-08-19,26.7862,27.0949,26.8336,26.8690657258065
B10,2021-08-19,26.6955,27.2583,26.8467,26.9152841666667
B10.5,2021-08-19,26.6996,27.2546,26.8395,26.8876209722222
B11,2021-08-19,26.7474,27.1808,26.8462,26.8919347222222
B12,2021-08-19,26.6841,27.2903,26.81605,26.8784777777778
B13,2021-08-19,26.7029,27.1884,26.83105,26.8629898611111
B14,2021-08-19,26.739,27.1088,26.85225,26.8924586111111
B15,2021-08-19,26.7231,27.0225,26.8137,26.83543125
B16,2021-08-19,26.6922,27.0322,26.8012,26.8293463888889
B17,2021-08-19,26.6186,27.0357,26.7558,26.7676680555556
B18,2021-08-19,26.6364,26.9421,26.81005,26.8045079166667
B19,2021-08-19,26.6491,26.9841,26.75645,26.7780098611111
B20,2021-08-19,26.5785,26.8815,26.6829,26.70932625
B21,2021-08-19,26.5718,26.8799,26.65495,26.6823708333333
B22,2021-08-19,26.5723,26.8594,26.63645,26.6723519444444
N01,2021-08-19,26.7774,27.1131,26.833,26.8583424242424
N02,2021-08-19,26.7882,27.1037,26.8491,26.8709393305439
N03,2021-08-19,26.7927,27.064,26.87,26.8868906779661
N04,2021-08-19,26.7303,27.0773,26.7985,26.8167694444444
N05,2021-08-19,26.713,27.102,26.771,26.8098618834081
B01,2021-08-20,26.7001,27.3757,26.7907,26.9110052777778
B02,2021-08-20,26.7115,27.3932,26.84495,26.9321255555556
B03,2021-08-20,26.7178,27.3196,26.86015,26.9324748611111
B04,2021-08-20,26.6799,27.4061,26.83435,26.9356411111111
B05,2021-08-20,26.7147,27.3667,26.8989,26.9676123028391
B06,2021-08-20,26.7812,27.2401,26.9722,27.003905
B07,2021-08-20,26.8594,27.3753,27.0453,27.0855994845361
B08,2021-08-20,26.7516,27.4264,26.932,27.0390580645161
B09,2021-08-20,26.7248,27.3567,27.1305,27.0524750605327
B10,2021-08-20,26.6647,26.9842,26.75645,26.7776729166667
B10.5,2021-08-20,26.671,26.9859,26.75925,26.7834169444444
B11,2021-08-20,26.6575,26.9869,26.76435,26.7830451388889
B12,2021-08-20,26.6422,27.0599,26.7538,26.7971086111111
B13,2021-08-20,26.5885,27.0571,26.72455,26.7601538888889
B14,2021-08-20,26.6182,26.9496,26.72495,26.7569443055556
B15,2021-08-20,26.58,26.9427,26.7173,26.7385509722222
B16,2021-08-20,26.5716,26.9199,26.72045,26.7320686111111
B17,2021-08-20,26.6352,26.9992,26.75535,26.7745163888889
B18,2021-08-20,26.6027,26.9249,26.74485,26.7543690277778
B19,2021-08-20,26.5996,27.2017,26.7565,26.8018654166667
B20,2021-08-20,26.624,27.1109,26.78385,26.8182256944444
B21,2021-08-20,26.6071,27.0772,26.78825,26.8042495833333
B22,2021-08-20,26.5909,27.1261,26.78425,26.8098626388889
N01,2021-08-20,26.6161,27.508,26.84995,26.9351169444444
N02,2021-08-20,26.6521,27.4591,26.8735,26.9308119444444
N03,2021-08-20,26.6822,27.4154,26.9076,26.9299626388889
N04,2021-08-20,26.5679,27.5519,26.79005,26.92922875
N05,2021-08-20,26.5339,27.7066,26.74945,26.9392898611111
B01,2021-08-21,26.6156,27.1059,26.76165,26.8129451388889
B02,2021-08-21,26.6465,27.1131,26.7853,26.8412706944444
B03,2021-08-21,26.7473,27.1595,26.82215,26.8811106944444
B04,2021-08-21,26.6326,27.1599,26.7473,26.8133891666667
B05,2021-08-21,26.6835,27.1074,26.80435,26.8549143055556
B06,2021-08-21,26.7033,27.0368,26.76675,26.8173702777778
B07,2021-08-21,26.6187,27.0603,26.801,26.8257545833333
B08,2021-08-21,26.5468,27.1645,26.7385,26.7924680555556
B09,2021-08-21,26.3497,27.0636,26.72875,26.7471976388889
B10,2021-08-21,26.6444,27.0064,26.70685,26.7588929166667
B10.5,2021-08-21,26.6815,27.0027,26.731,26.77396125
B11,2021-08-21,26.655,26.972,26.72945,26.7516580555556
B12,2021-08-21,26.6099,27.0593,26.6903,26.7391115277778
B13,2021-08-21,26.588,26.9963,26.67445,26.7227040277778
B14,2021-08-21,26.6352,26.9719,26.70085,26.7443534722222
B15,2021-08-21,26.6502,26.9003,26.7068,26.72633125
B16,2021-08-21,26.6344,26.8478,26.7189,26.7275698611111
B17,2021-08-21,26.6896,26.9884,26.7453,26.7773219444444
B18,2021-08-21,26.6955,26.9354,26.7635,26.7903527777778
B19,2021-08-21,26.6921,27.0894,26.77725,26.8226798611111
B20,2021-08-21,26.6396,27.0912,26.7903,26.8253359722222
B21,2021-08-21,26.667,27.0645,26.76965,26.8167873611111
B22,2021-08-21,26.5873,27.0842,26.76165,26.8095954166667
N01,2021-08-21,26.6362,27.1867,26.7543,26.8153326388889
N02,2021-08-21,26.6635,27.1175,26.76105,26.8146313888889
N03,2021-08-21,26.6886,27.058,26.79665,26.828375
N04,2021-08-21,26.5531,27.2725,26.68405,26.7880105555556
N05,2021-08-21,26.481,27.3328,26.63755,26.7696947222222
B01,2021-08-22,26.5826,26.9533,26.7074,26.7320095833333
B02,2021-08-22,26.6391,26.948,26.70395,26.7417086111111
B03,2021-08-22,26.6726,26.9365,26.7541,26.7602943055556
B04,2021-08-22,26.5857,26.9691,26.6929,26.7197894444444
B05,2021-08-22,26.5797,26.9966,26.7183,26.7260427777778
B06,2021-08-22,26.6293,26.9643,26.72675,26.7409294444444
B07,2021-08-22,26.511,26.9585,26.67545,26.6961188888889
B08,2021-08-22,26.5213,26.9904,26.68965,26.6960198611111
B09,2021-08-22,26.3556,26.9391,26.7029,26.6666720833333
B10,2021-08-22,26.6222,26.9216,26.68475,26.6995579166667
B10.5,2021-08-22,26.6485,26.9388,26.70635,26.7165019444444
B11,2021-08-22,26.6424,26.8238,26.68445,26.6913775
B12,2021-08-22,26.5476,26.8677,26.65745,26.6641147222222
B13,2021-08-22,26.4875,26.8439,26.6269,26.6404559722222
B14,2021-08-22,26.5504,26.862,26.65375,26.6777566666667
B15,2021-08-22,26.6321,26.8393,26.6974,26.7132123611111
B16,2021-08-22,26.6557,26.8682,26.71185,26.7244751388889
B17,2021-08-22,26.6379,26.9137,26.73025,26.7367895833333
B18,2021-08-22,26.6334,26.8523,26.73435,26.7338855555556
B19,2021-08-22,26.6436,26.9726,26.72855,26.7431705555556
B20,2021-08-22,26.5395,26.9639,26.69215,26.7067145833333
B21,2021-08-22,26.5527,26.981,26.6752,26.7086869444444
B22,2021-08-22,26.5166,27.0102,26.66585,26.6967661111111
N01,2021-08-22,26.564,26.9635,26.69105,26.7143775
N02,2021-08-22,26.595,26.958,26.711,26.7253622222222
N03,2021-08-22,26.6166,26.9416,26.72665,26.7390470833333
N04,2021-08-22,26.4656,26.9894,26.63765,26.6757447222222
N05,2021-08-22,26.3917,27.0468,26.59795,26.6455281944444
B01,2021-08-23,26.5683,27.225,26.6916,26.7914730555556
B02,2021-08-23,26.594,27.3126,26.69195,26.8192352777778
B03,2021-08-23,26.6171,27.2184,26.7665,26.8253615277778
B04,2021-08-23,26.5941,27.2237,26.6813,26.7904045833333
B05,2021-08-23,26.5702,27.1783,26.735,26.8058518055556
B06,2021-08-23,26.5638,27.1312,26.7519,26.7851747222222
B07,2021-08-23,26.4192,27.1566,26.8144,26.8033004166667
B08,2021-08-23,26.5656,27.325,26.67145,26.8062681944444
B09,2021-08-23,26.4874,27.1462,26.75715,26.8032286111111
B10,2021-08-23,26.5028,27.2708,26.64565,26.7638275
B10.5,2021-08-23,26.5858,27.1829,26.66925,26.7853363888889
B11,2021-08-23,26.5933,27.0787,26.6889,26.77201125
B12,2021-08-23,26.4999,27.2829,26.67045,26.7904041666667
B13,2021-08-23,26.4456,27.2724,26.6233,26.7476813888889
B14,2021-08-23,26.526,27.2689,26.6333,26.7662188888889
B15,2021-08-23,26.634,27.0379,26.68385,26.7509775
B16,2021-08-23,26.6161,27.0463,26.6836,26.7666386111111
B17,2021-08-23,26.5994,27.1691,26.7284,26.794425
B18,2021-08-23,26.5877,27.0483,26.70665,26.7828361111111
B19,2021-08-23,26.5821,27.1579,26.70345,26.8108968055556
B20,2021-08-23,26.4628,27.1925,26.6467,26.7392411111111
B21,2021-08-23,26.4125,27.1325,26.63605,26.7090018055556
B22,2021-08-23,26.358,27.2047,26.6336,26.7143033333333
N01,2021-08-23,26.5726,27.3329,26.6752,26.7941986111111
N02,2021-08-23,26.6146,27.2515,26.69005,26.7892318055556
N03,2021-08-23,26.6572,27.1969,26.7235,26.7967245833333
N04,2021-08-23,26.5073,27.43,26.5949,26.7887601388889
N05,2021-08-23,26.4295,27.6139,26.55825,26.7956098611111
B01,2021-08-24,26.6062,27.1295,26.6962,26.7656441666667
B02,2021-08-24,26.6412,27.1132,26.6998,26.7817015277778
B03,2021-08-24,26.6878,27.089,26.74305,26.7948036111111
B04,2021-08-24,26.6272,27.1208,26.6986,26.7599463888889
B05,2021-08-24,26.6537,27.0526,26.73325,26.7970916666667
B06,2021-08-24,26.6226,27.0593,26.7228,26.7554140277778
B07,2021-08-24,26.6025,27.0965,26.73285,26.7747026388889
B08,2021-08-24,26.572,27.2482,26.68355,26.7572706944444
B09,2021-08-24,26.4249,27.0624,26.7068,26.7241506944444
B10,2021-08-24,26.585,27.1845,26.6601,26.7256266666667
B10.5,2021-08-24,26.6124,27.067,26.6821,26.7351795833333
B11,2021-08-24,26.6449,26.9698,26.7031,26.7428402777778
B12,2021-08-24,26.6044,27.1307,26.6869,26.7317516666667
B13,2021-08-24,26.5399,27.0934,26.62815,26.7010851388889
B14,2021-08-24,26.539,27.1635,26.6649,26.72452375
B15,2021-08-24,26.6531,27.0126,26.701,26.7388456944444
B16,2021-08-24,26.6618,27.0237,26.71695,26.7554272222222
B17,2021-08-24,26.6207,27.0158,26.7131,26.7526802777778
B18,2021-08-24,26.6204,26.9837,26.71085,26.7481991666667
B19,2021-08-24,26.5918,27.1056,26.6975,26.7594305555556
B20,2021-08-24,26.4367,27.1346,26.65785,26.7018948611111
B21,2021-08-24,26.4474,27.0943,26.6142,26.6782979166667
B22,2021-08-24,26.4117,27.1135,26.6012,26.6703515277778
N01,2021-08-24,26.6059,27.1431,26.67435,26.7505016666667
N02,2021-08-24,26.6119,27.0955,26.68765,26.7473816666667
N03,2021-08-24,26.6209,27.0634,26.7178,26.7658347222222
N04,2021-08-24,26.5316,27.1961,26.63055,26.7265498611111
N05,2021-08-24,26.4619,27.298,26.59445,26.7164559722222
B01,2021-08-25,26.5081,27.1488,26.68925,26.7694383333333
B02,2021-08-25,26.5223,27.2029,26.72135,26.7893863888889
B03,2021-08-25,26.613,27.132,26.7823,26.8121565277778
B04,2021-08-25,26.4796,27.1669,26.6855,26.7622027777778
B05,2021-08-25,26.567,27.1931,26.8219,26.8202023611111
B06,2021-08-25,26.4879,27.1349,26.75245,26.7808652777778
B07,2021-08-25,26.4224,27.1972,26.83605,26.8122566666667
B08,2021-08-25,26.4419,27.294,26.70275,26.7894226388889
B09,2021-08-25,26.2627,27.1031,26.7878,26.7407058333333
B10,2021-08-25,26.5007,27.0793,26.62065,26.7200413888889
B10.5,2021-08-25,26.5491,27.0799,26.66195,26.7403076388889
B11,2021-08-25,26.5746,26.9984,26.67765,26.7328715277778
B12,2021-08-25,26.4975,27.1076,26.64845,26.7333722222222
B13,2021-08-25,26.4437,27.1327,26.62325,26.7129563888889
B14,2021-08-25,26.558,27.0257,26.64525,26.7152325
B15,2021-08-25,26.5535,26.9461,26.65635,26.7041486111111
B16,2021-08-25,26.5232,26.9777,26.65985,26.7125940277778
B17,2021-08-25,26.5792,27.0278,26.6575,26.7139476388889
B18,2021-08-25,26.5572,26.8925,26.66775,26.70590875
B19,2021-08-25,26.5123,27.0348,26.65025,26.71775625
B20,2021-08-25,26.4194,27.0169,26.6306,26.6767851388889
B21,2021-08-25,26.478,26.9561,26.6262,26.6827391666667
B22,2021-08-25,26.437,27.0065,26.5971,26.6827775
N01,2021-08-25,26.4301,27.2455,26.6841,26.7617020833333
N02,2021-08-25,26.5162,27.1601,26.6893,26.7595879166667
N03,2021-08-25,26.5106,27.146,26.7199,26.7688272222222
N04,2021-08-25,26.3347,27.3373,26.60585,26.7450033333333
N05,2021-08-25,26.2429,27.5824,26.54175,26.7449277777778
B01,2021-08-26,26.5384,27.3102,26.6802,26.7731348611111
B02,2021-08-26,26.5539,27.4847,26.71395,26.8191701388889
B03,2021-08-26,26.6159,27.3781,26.7664,26.8351848611111
B04,2021-08-26,26.4799,27.3855,26.6613,26.7645573611111
B05,2021-08-26,26.6414,27.341,26.77175,26.8403302777778
B06,2021-08-26,26.6193,27.2101,26.7352,26.7942683333333
B07,2021-08-26,26.6183,27.2816,26.73225,26.8092336111111
B08,2021-08-26,26.5997,27.4039,26.68645,26.8042772222222
B09,2021-08-26,26.5284,27.2252,26.71415,26.7897784722222
B10,2021-08-26,26.5125,27.1088,26.61085,26.6826223611111
B10.5,2021-08-26,26.5593,27.0772,26.62895,26.693825
B11,2021-08-26,26.5766,26.975,26.63115,26.6722248611111
B12,2021-08-26,26.5182,27.1293,26.63415,26.6875188888889
B13,2021-08-26,26.4651,27.1166,26.58145,26.6653423611111
B14,2021-08-26,26.4863,27.0489,26.6088,26.6675638888889
B15,2021-08-26,26.5651,26.9631,26.6287,26.6726025
B16,2021-08-26,26.5608,26.8933,26.61795,26.6696822222222
B17,2021-08-26,26.5942,27.0358,26.6376,26.695945
B18,2021-08-26,26.5626,26.8699,26.63295,26.6773136111111
B19,2021-08-26,26.5211,27.0299,26.61605,26.6981559722222
B20,2021-08-26,26.3694,27.0189,26.5927,26.64332125
B21,2021-08-26,26.372,26.9838,26.60525,26.6425222222222
B22,2021-08-26,26.3982,27.1017,26.582,26.6614604166667
B24,2021-08-26,26.5286,26.9879,26.6706,26.7098562340967
B25,2021-08-26,26.555,27.1064,26.71985,26.7565152849741
B26,2021-08-26,26.5988,27.0986,26.7566,26.7890251351351
B27,2021-08-26,26.5458,26.9962,26.7013,26.7186130434783
B28,2021-08-26,26.5079,27.1284,26.6223,26.6941762762763
B29,2021-08-26,26.4889,26.9135,26.6962,26.6949624223602
B30,2021-08-26,26.5865,26.9135,26.6714,26.7125495176849
B31,2021-08-26,26.533,26.965,26.66985,26.6862605960265
B32,2021-08-26,26.5485,26.991,26.6678,26.7096938566553
B33,2021-08-26,26.1287,27.1459,26.35385,26.4934353571429
B35,2021-08-26,25.9481,27.2523,26.2115,26.4076059760956
N01,2021-08-26,26.4444,27.4218,26.61465,26.7428848611111
N02,2021-08-26,26.4629,27.3819,26.64085,26.7491701388889
N03,2021-08-26,26.511,27.3277,26.675,26.7489315277778
N04,2021-08-26,26.3624,27.4921,26.59055,26.7164473611111
N05,2021-08-26,26.2608,27.5675,26.5392,26.6994052777778
W01,2021-08-26,26.6461,27.0034,26.7655,26.7887029649596
W02,2021-08-26,26.6379,27.0138,26.7607,26.7867598382749
W04,2021-08-26,26.5637,27.1444,26.7506,26.7921179063361
W05,2021-08-26,26.4676,27.1593,26.7654,26.7703846153846
B01,2021-08-27,26.5166,26.8525,26.6523,26.6812645833333
B02,2021-08-27,26.5645,26.8932,26.63195,26.6927834722222
B03,2021-08-27,26.6224,26.9081,26.6795,26.7217651388889
B04,2021-08-27,26.5362,26.9315,26.62915,26.6725170833333
B05,2021-08-27,26.5987,26.9977,26.6708,26.7209856944444
B06,2021-08-27,26.6025,26.9805,26.6714,26.7081173611111
B07,2021-08-27,26.572,27.0889,26.68365,26.72155625
B08,2021-08-27,26.5345,27.1787,26.6208,26.6965065277778
B09,2021-08-27,26.5043,26.8562,26.6447,26.6654670833333
B10,2021-08-27,26.5633,27.0545,26.6123,26.6813766666667
B10.5,2021-08-27,26.5865,27.1125,26.6363,26.6969831944444
B11,2021-08-27,26.5749,27.0017,26.64075,26.6773056944444
B12,2021-08-27,26.527,27.1518,26.5964,26.6696718055556
B13,2021-08-27,26.4846,27.0267,26.5827,26.64601875
B14,2021-08-27,26.5428,26.9681,26.60885,26.6569679166667
B15,2021-08-27,26.5575,26.8359,26.6059,26.6402059722222
B16,2021-08-27,26.5577,26.8213,26.6109,26.6445833333333
B17,2021-08-27,26.5293,26.9287,26.60685,26.6269354166667
B18,2021-08-27,26.5196,26.8383,26.60075,26.6217718055556
B19,2021-08-27,26.47,26.8457,26.57685,26.6128530555556
B20,2021-08-27,26.3517,26.8265,26.52495,26.5588672222222
B21,2021-08-27,26.3936,26.8264,26.54695,26.5748476388889
B22,2021-08-27,26.3581,26.7771,26.5177,26.5447522222222
B24,2021-08-27,26.4936,26.6833,26.5884,26.5896319444444
B25,2021-08-27,26.5122,26.8007,26.6293,26.6390268055556
