site,date_local,min_temp_c,max_temp_c,median_temp_c,mean_temp_c
B01,2021-09-06,26.7268,27.7474,26.96275,27.0693133333333
B02,2021-09-06,26.7175,27.6089,27.0049,27.0718434722222
B03,2021-09-06,26.8259,27.6416,27.04275,27.1215479166667
B04,2021-09-06,26.7538,27.9072,26.9853,27.1571929166667
B05,2021-09-06,26.897,27.9352,27.12885,27.2220673611111
B06,2021-09-06,26.8994,27.6481,27.09825,27.1924565277778
B07,2021-09-06,26.9042,27.7346,27.1688,27.2603036111111
B08,2021-09-06,26.8651,27.8617,27.0861,27.2634436111111
B09,2021-09-06,26.8679,27.7947,27.1123,27.2193959722222
B10,2021-09-06,26.8301,27.4245,26.97655,27.07154375
B10.5,2021-09-06,26.8662,27.4718,27.0066,27.0680723611111
B11,2021-09-06,26.8572,27.5888,27.0351,27.1079397222222
B12,2021-09-06,26.7502,27.6698,27.0037,27.1034280555556
B13,2021-09-06,26.7888,27.619,26.90755,27.0536922222222
B14,2021-09-06,26.8623,27.4392,27.0103,27.0699709722222
B15,2021-09-06,26.8683,27.3369,27.00195,27.0255726388889
B16,2021-09-06,26.8635,27.4076,27.00915,27.0444370833333
B17,2021-09-06,26.842,27.5486,26.96795,27.0258344444444
B18,2021-09-06,26.8155,27.2057,26.93415,26.9814697222222
B19,2021-09-06,26.7251,27.511,26.91675,27.0228647222222
B20,2021-09-06,26.7807,27.3901,27.1075,27.0643170833333
B21,2021-09-06,26.7858,27.4345,27.1379,27.0745663888889
B22,2021-09-06,26.7528,27.4008,27.1235,27.0785223611111
B24,2021-09-06,26.7728,27.5498,27.114,27.0917023611111
B25,2021-09-06,26.7583,27.6206,27.0501,27.0805645833333
B26,2021-09-06,26.7258,27.4133,27.0403,27.0473589583333
B27,2021-09-06,26.7098,27.2761,27.0437,27.03209875
B28,2021-09-06,26.6932,27.3771,26.8775,26.9229365277778
B29,2021-09-06,26.6732,27.6564,26.90195,26.9932734722222
B30,2021-09-06,26.7203,27.5558,27.0015,27.0149023611111
B31,2021-09-06,26.6711,27.4873,27.1216,27.0516973611111
B32,2021-09-06,26.6941,27.3972,26.9518,26.9922115277778
B33,2021-09-06,26.5861,27.3625,26.83755,26.8992679166667
B35,2021-09-06,26.3881,27.8787,26.72805,26.8988326388889
N01,2021-09-06,26.7422,27.8951,26.9782,27.15654625
N02,2021-09-06,26.7719,27.8338,27.00945,27.1502288888889
N03,2021-09-06,26.8,27.6667,27.05645,27.132315
N04,2021-09-06,26.7012,28.1864,26.99965,27.2109763888889
N05,2021-09-06,26.66,28.3054,26.9958,27.2464640277778
W01,2021-09-06,26.7783,27.397,27.022,27.0467130555556
W02,2021-09-06,26.7666,27.385,27.0291,27.0542329166667
W04,2021-09-06,26.7051,27.5492,27.0513,27.0637165277778
W05,2021-09-06,26.657,27.4807,27.0297,27.0467857638889
B01,2021-09-07,26.7862,27.9655,27.2849,27.2763670833333
B02,2021-09-07,26.7543,27.8136,27.27015,27.231785
B03,2021-09-07,26.8217,27.9684,27.2123,27.3298416666667
B04,2021-09-07,26.6971,28.0471,27.0968,27.24872875
B05,2021-09-07,26.8999,27.9675,27.17375,27.2973401388889
B06,2021-09-07,26.8276,27.7493,27.17215,27.1726711111111
B07,2021-09-07,26.9315,28.0108,27.22515,27.3233855555556
B08,2021-09-07,26.8492,28.0726,27.17355,27.3086975
B09,2021-09-07,26.8926,28.0652,27.2389,27.2983318055556
B10,2021-09-07,26.7995,27.4075,26.95235,27.0204619444444
B10.5,2021-09-07,26.8225,27.452,26.98045,27.0460875
B11,2021-09-07,26.8383,27.4244,27.07075,27.0983205555556
B12,2021-09-07,26.808,27.3672,26.9566,27.0118844444444
B13,2021-09-07,26.8219,27.3798,26.90775,26.9905713888889
B14,2021-09-07,26.8369,27.1968,26.93605,26.9807373611111
B15,2021-09-07,26.841,27.3095,27.0234,27.0383677777778
B16,2021-09-07,26.8106,27.2774,27.0137,27.0205130555556
B17,2021-09-07,26.8519,27.3292,27.0145,27.0185255555556
B18,2021-09-07,26.864,27.4041,27.053,27.0834134722222
B19,2021-09-07,26.8069,27.4151,27.0839,27.0573670833333
B20,2021-09-07,26.8168,27.2431,27.0126,27.0054152777778
B21,2021-09-07,26.8267,27.2067,26.97835,26.9926663888889
B22,2021-09-07,26.8011,27.1957,26.94185,26.9698079166667
B24,2021-09-07,26.7807,27.199,26.9293,26.94895
B25,2021-09-07,26.7774,27.1946,26.9127,26.9398573611111
B26,2021-09-07,26.7602,27.2231,26.8549,26.9070097916667
B27,2021-09-07,26.7538,27.1561,26.89535,26.9153279166667
B28,2021-09-07,26.7556,27.2402,26.88185,26.9257869444444
B29,2021-09-07,26.7805,27.307,26.9022,26.9632141666667
B30,2021-09-07,26.8083,27.2942,26.93355,26.9632005555556
B31,2021-09-07,26.8297,27.233,26.94605,26.9814872222222
B32,2021-09-07,26.7272,27.3203,26.9086,26.9586668055556
B33,2021-09-07,26.7052,27.5335,26.82505,26.9496026388889
B35,2021-09-07,26.616,27.6451,26.88565,26.9455990277778
N01,2021-09-07,26.7546,28.0504,27.08755,27.2518406944444
N02,2021-09-07,26.7441,28.024,27.1182,27.2409658333333
N03,2021-09-07,26.7809,27.8976,27.1793,27.2324388888889
N04,2021-09-07,26.7417,28.3036,27.03905,27.3073072222222
N05,2021-09-07,26.6618,28.7365,27.0067,27.3703275
W01,2021-09-07,26.7918,27.2001,26.87105,26.9038852777778
W02,2021-09-07,26.7888,27.2172,26.86495,26.9095261111111
W04,2021-09-07,26.7389,27.3021,26.8428,26.91529875
W05,2021-09-07,26.7157,27.2274,26.8268,26.8984623611111
B01,2021-09-08,26.8262,28.461,27.3807,27.5051859722222
B02,2021-09-08,26.9431,28.3463,27.50605,27.5154816666667
B03,2021-09-08,27.0082,28.2792,27.5594,27.5556891666667
B04,2021-09-08,26.9096,28.2862,27.43285,27.4453595833333
B05,2021-09-08,27.0362,28.1224,27.5111,27.5001631944444
B06,2021-09-08,26.956,27.8351,27.40015,27.3418881944444
B07,2021-09-08,26.9661,28.0534,27.3815,27.4215961111111
B08,2021-09-08,26.9324,28.3334,27.1775,27.4262269444444
B09,2021-09-08,26.8898,27.929,27.14325,27.2885469444444
B10,2021-09-08,26.8574,27.5555,27.11205,27.1328847222222
B10.5,2021-09-08,26.8543,27.5047,27.152,27.1282140277778
B11,2021-09-08,26.8327,27.289,27.08235,27.0543355555556
B12,2021-09-08,26.8421,27.3024,27.07325,27.0546995833333
B13,2021-09-08,26.9034,27.3623,27.09735,27.1118520833333
B14,2021-09-08,26.9422,27.3612,27.12305,27.1270573611111
B15,2021-09-08,26.8921,27.2755,27.029,27.0438347222222
B16,2021-09-08,26.8416,27.3586,27.01675,27.0521518055556
B17,2021-09-08,26.8322,27.4768,26.94585,27.0279002777778
B18,2021-09-08,26.8672,27.2222,26.97435,27.0151379166667
B19,2021-09-08,26.8182,27.4144,27.01345,27.05759875
B20,2021-09-08,26.7757,27.2657,26.9061,26.9540926388889
B21,2021-09-08,26.787,27.2977,26.8699,26.9487056944444
B22,2021-09-08,26.8029,27.2351,26.90895,26.9555305555556
B24,2021-09-08,26.7421,27.207,26.85115,26.9138711111111
B25,2021-09-08,26.7777,27.2258,26.86575,26.9158675
B26,2021-09-08,26.7578,27.2357,26.84185,26.9118227083333
B27,2021-09-08,26.8392,27.1129,26.95605,26.9603741666667
B28,2021-09-08,26.8314,27.2733,26.97,26.9956165277778
B29,2021-09-08,26.7994,27.3109,26.97995,27.0104980555556
B30,2021-09-08,26.8371,27.308,27.0055,26.99962375
B31,2021-09-08,26.8259,27.2661,26.94215,27.00059375
B32,2021-09-08,26.7837,27.2319,26.89815,26.9525615277778
B33,2021-09-08,26.7306,27.6184,26.89835,27.0092119444444
B35,2021-09-08,26.674,27.5541,26.9168,27.0202081944444
N01,2021-09-08,26.86,28.3083,27.46105,27.4664825
N02,2021-09-08,26.8518,28.4425,27.3936,27.4571126388889
N03,2021-09-08,26.8855,28.1741,27.4008,27.4002033333333
N04,2021-09-08,26.8337,28.4433,27.5075,27.4982661111111
N05,2021-09-08,26.8,28.7498,27.49485,27.5340619444444
W01,2021-09-08,26.7821,27.1492,26.8627,26.9026618055556
W02,2021-09-08,26.7765,27.2205,26.85685,26.9100990277778
W04,2021-09-08,26.7397,27.2912,26.83345,26.9216811111111
W05,2021-09-08,26.7145,27.2253,26.81165,26.8989775694444
B01,2021-09-09,26.6274,28.1705,27.14125,27.1646140277778
B02,2021-09-09,26.7698,27.923,27.1635,27.1950047222222
B03,2021-09-09,26.7714,28.1231,27.2111,27.2782505555556
B04,2021-09-09,26.7543,28.0397,27.11155,27.2710151388889
B05,2021-09-09,26.8345,27.8253,27.1777,27.2096941666667
B06,2021-09-09,26.7866,27.5549,27.0152,27.0846201388889
B07,2021-09-09,26.4943,27.5826,27.0445,27.0404830555556
B08,2021-09-09,26.4102,28.0904,26.934,27.0505548611111
B09,2021-09-09,26.4629,27.524,26.83455,26.9199190277778
B10,2021-09-09,26.866,27.2679,27.0342,27.02970625
B10.5,2021-09-09,26.8907,27.2789,27.0026,27.0212538888889
B11,2021-09-09,26.8743,27.1697,26.95305,26.984395
B12,2021-09-09,26.8237,27.2076,26.95345,26.9551625
B13,2021-09-09,26.769,27.1975,26.97365,26.9618076388889
B14,2021-09-09,26.8291,27.1758,26.99365,26.9811575
B15,2021-09-09,26.8026,27.1492,26.98115,26.9667608333333
B16,2021-09-09,26.8624,27.1582,26.96965,26.9755856944444
B17,2021-09-09,26.7465,27.1444,26.85255,26.8822316666667
B18,2021-09-09,26.7942,27.1149,26.8665,26.9067070833333
B19,2021-09-09,26.7825,27.2199,26.859,26.92587875
B20,2021-09-09,26.7141,27.1261,26.843,26.8885355555556
B21,2021-09-09,26.6908,27.1469,26.80105,26.8752438888889
B22,2021-09-09,26.6568,27.1644,26.81845,26.8733836111111
B24,2021-09-09,26.6597,27.2054,26.8179,26.8525126388889
B25,2021-09-09,26.6589,27.2269,26.8406,26.8649743055556
B26,2021-09-09,26.6303,27.2065,26.82245,26.8587553472222
B27,2021-09-09,26.6791,27.0355,26.8526,26.8525211111111
B28,2021-09-09,26.6573,27.2615,26.8221,26.8658890277778
B29,2021-09-09,26.5914,27.2686,26.80715,26.8691625
B30,2021-09-09,26.688,27.1802,26.8221,26.87099875
B31,2021-09-09,26.6579,27.2227,26.8035,26.8658813888889
B32,2021-09-09,26.652,27.2269,26.79695,26.8495961111111
B33,2021-09-09,26.555,27.3685,26.68665,26.8252551388889
B35,2021-09-09,26.3721,27.3813,26.75345,26.8063145833333
N01,2021-09-09,26.6638,28.0692,27.13195,27.1961693055556
N02,2021-09-09,26.7121,28.1435,27.11865,27.2303941666667
N03,2021-09-09,26.6858,27.9061,27.10695,27.2129640277778
N04,2021-09-09,26.5677,28.178,27.1262,27.2241693055556
N05,2021-09-09,26.5008,28.3187,27.09195,27.2519093055556
W01,2021-09-09,26.6875,27.1358,26.8442,26.866395
W02,2021-09-09,26.6676,27.2148,26.8371,26.8671047222222
W04,2021-09-09,26.5921,27.2572,26.8074,26.8555997222222
W05,2021-09-09,26.5376,27.1732,26.789,26.8204109722222
B01,2021-09-10,26.6775,28.2622,27.0737,27.2356836111111
B02,2021-09-10,26.7048,28.1754,27.0202,27.2549690277778
B03,2021-09-10,26.6027,28.1518,27.0413,27.2263520833333
B04,2021-09-10,26.6387,27.999,27.0012,27.1873018055556
B05,2021-09-10,26.5912,28.0098,27.08295,27.1857411111111
B06,2021-09-10,26.5511,27.8582,26.98645,27.1123070833333
B07,2021-09-10,26.5814,28.0906,27.08395,27.1955697222222
B08,2021-09-10,26.3784,28.2844,27.01735,27.1736022222222
B09,2021-09-10,26.37,27.9783,26.9088,27.0940648611111
B10,2021-09-10,26.7955,27.4246,26.89575,26.9994026388889
B10.5,2021-09-10,26.824,27.4866,26.91505,27.0182579166667
B11,2021-09-10,26.7942,27.5934,27.03235,27.0774251388889
B12,2021-09-10,26.7245,27.6074,26.85535,27.0003318055556
B13,2021-09-10,26.6831,27.4776,26.8122,26.9802202777778
B14,2021-09-10,26.7596,27.2769,26.86325,26.93188375
B15,2021-09-10,26.7455,27.1146,26.8619,26.8880944444444
B16,2021-09-10,26.6727,27.4515,26.9477,26.9650026388889
B17,2021-09-10,26.7146,27.8111,26.8376,26.9382413888889
B18,2021-09-10,26.7468,27.4834,26.84105,26.9425929166667
B19,2021-09-10,26.7043,27.7342,26.88005,27.0069640277778
B20,2021-09-10,26.6149,27.3585,26.7496,26.8515061111111
B21,2021-09-10,26.6165,27.3432,26.7238,26.8530218055556
B22,2021-09-10,26.6064,27.3535,26.75575,26.8680358333333
B24,2021-09-10,26.5722,27.3098,26.76735,26.8315220833333
B25,2021-09-10,26.584,27.3359,26.76295,26.8473970833333
B26,2021-09-10,26.581,27.6163,26.7418,26.8658609722222
B27,2021-09-10,26.6307,27.2205,26.80445,26.87067375
B28,2021-09-10,26.5741,27.6696,26.72575,26.9260819444444
B29,2021-09-10,26.5579,27.7352,26.77305,26.9348993055556
B30,2021-09-10,26.6473,27.4146,26.76525,26.8944756944444
B31,2021-09-10,26.632,27.7695,26.77445,26.9459973611111
B32,2021-09-10,26.5511,27.5865,26.88155,26.9436672222222
B33,2021-09-10,26.4185,27.7532,26.79105,26.9161280555556
B35,2021-09-10,26.2726,28.6371,26.6216,26.9819033333333
N01,2021-09-10,26.5385,28.3292,26.89505,27.1671504166667
N02,2021-09-10,26.6161,28.2962,26.95295,27.1899644444444
N03,2021-09-10,26.7781,27.9671,27.0069,27.1874848611111
N04,2021-09-10,26.4623,28.3283,26.8949,27.2008606944444
N05,2021-09-10,26.3433,28.649,26.92215,27.2317823611111
W01,2021-09-10,26.6315,27.2629,26.77785,26.8443929166667
W02,2021-09-10,26.6202,27.441,26.77275,26.8552088888889
W04,2021-09-10,26.5493,27.7002,26.7082,26.8732273611111
W05,2021-09-10,26.4803,27.5062,26.65635,26.8140947222222
B01,2021-09-11,26.7366,28.338,27.0836,27.3844348611111
B02,2021-09-11,26.7301,28.817,27.095,27.3494358333333
B03,2021-09-11,26.671,28.3912,26.9302,27.2428523611111
B04,2021-09-11,26.6199,28.2512,26.86525,27.2174398611111
B05,2021-09-11,26.7608,28.0558,27.05285,27.1859820833333
B06,2021-09-11,26.7188,27.912,26.9126,27.0791483333333
B07,2021-09-11,26.7702,28.1565,27.02175,27.2441759722222
B08,2021-09-11,26.7158,28.6017,26.94875,27.3019888888889
B09,2021-09-11,26.7417,28.0648,26.9919,27.1666245833333
B10,2021-09-11,26.7649,27.2637,26.858,26.9288891666667
B10.5,2021-09-11,26.7964,27.2681,26.86235,26.93226875
B11,2021-09-11,26.7712,27.1228,26.85445,26.8908122222222
B12,2021-09-11,26.7042,27.2769,26.78695,26.8796315277778
B13,2021-09-11,26.6923,27.2855,26.74895,26.8580941666667
B14,2021-09-11,26.7432,27.2412,26.78135,26.8763568055556
B15,2021-09-11,26.7625,27.0386,26.83095,26.8550115277778
B16,2021-09-11,26.7492,27.1081,26.84505,26.8825184722222
B17,2021-09-11,26.7299,27.1478,26.8273,26.8689977777778
B18,2021-09-11,26.7396,27.0583,26.81075,26.8641865277778
B19,2021-09-11,26.7146,27.1516,26.8123,26.8745026388889
B20,2021-09-11,26.6205,27.1241,26.77755,26.8184108333333
B21,2021-09-11,26.5945,27.18,26.7467,26.8204527777778
B22,2021-09-11,26.6242,27.1705,26.71575,26.8209852777778
B24,2021-09-11,26.636,27.2842,26.7306,26.8155291666667
B25,2021-09-11,26.6077,27.3747,26.71525,26.8337276388889
B26,2021-09-11,26.5011,27.4348,26.7185,26.8224601388889
B27,2021-09-11,26.5895,27.2504,26.78515,26.8343806944444
B28,2021-09-11,26.4442,27.474,26.69835,26.8060381944444
B29,2021-09-11,26.4077,27.2534,26.6964,26.7612097222222
B30,2021-09-11,26.5448,27.2479,26.7173,26.7654838888889
B31,2021-09-11,26.5415,27.2144,26.69615,26.7407618055556
B32,2021-09-11,26.4643,27.2063,26.70745,26.7120105555556
B33,2021-09-11,26.3814,27.7156,26.7064,26.8262094444444
B35,2021-09-11,26.2751,28.5438,26.6725,26.89516
N01,2021-09-11,26.6025,28.4593,26.8452,27.2435148611111
N02,2021-09-11,26.6285,28.4493,26.86765,27.2187316666667
N03,2021-09-11,26.5727,28.2045,26.93515,27.1615620833333
N04,2021-09-11,26.4211,28.5781,26.9687,27.3076697222222
N05,2021-09-11,26.4161,28.8572,26.99285,27.3560152777778
W01,2021-09-11,26.6027,27.2435,26.7514,26.8249761111111
W02,2021-09-11,26.5798,27.4583,26.74095,26.83282625
W04,2021-09-11,26.4304,27.4563,26.6893,26.8013901388889
W05,2021-09-11,26.3943,27.3371,26.6457,26.7420302777778
B01,2021-09-12,26.7686,27.6502,26.85905,27.0454965277778
B02,2021-09-12,26.7627,27.876,26.92215,27.1407875
B03,2021-09-12,26.7806,27.6595,26.8884,27.0766648611111
B04,2021-09-12,26.5044,27.7731,26.90865,27.0295051388889
B05,2021-09-12,26.8357,27.7894,27.08095,27.1894741666667
B06,2021-09-12,26.7676,27.5565,26.94695,27.0638972222222
B07,2021-09-12,26.8246,27.6959,27.087,27.1769130555556
B08,2021-09-12,26.726,27.9181,26.93305,27.1802193055556
B09,2021-09-12,26.7882,27.7825,27.05705,27.1473059722222
B10,2021-09-12,26.7668,27.2661,26.81525,26.9119923611111
B10.5,2021-09-12,26.7792,27.2342,26.84395,26.9156119444444
B11,2021-09-12,26.7608,27.238,26.88195,26.9201313888889
B12,2021-09-12,26.6997,27.3423,26.848,26.9132498611111
B13,2021-09-12,26.6835,27.2862,26.7753,26.8820091666667
B14,2021-09-12,26.7195,27.1906,26.8135,26.8570241666667
B15,2021-09-12,26.7465,27.0876,26.80145,26.84847625
B16,2021-09-12,26.7648,27.1307,26.8363,26.88048
B17,2021-09-12,26.6741,27.1434,26.8287,26.8471713888889
B18,2021-09-12,26.7286,27.0875,26.75445,26.8354975
B19,2021-09-12,26.6798,27.3717,26.7939,26.8954065277778
B20,2021-09-12,26.6935,27.2149,26.75175,26.8505359722222
B21,2021-09-12,26.685,27.2079,26.79735,26.8867152777778
B22,2021-09-12,26.671,27.2531,26.81635,26.8869888888889
B24,2021-09-12,26.6925,27.3031,26.8197,26.8911601388889
B25,2021-09-12,26.6945,27.2576,26.8404,26.8846654166667
B26,2021-09-12,26.7041,27.3417,26.8703,26.9185074305556
B27,2021-09-12,26.7108,27.1182,26.8415,26.86582125
B28,2021-09-12,26.6791,27.3585,26.84905,26.9133729166667
B29,2021-09-12,26.6764,27.4127,26.84215,26.9259901388889
B30,2021-09-12,26.6985,27.3942,26.87355,26.92142875
B31,2021-09-12,26.6999,27.3284,26.84345,26.91334
B32,2021-09-12,26.7278,27.2947,26.79355,26.89132375
B33,2021-09-12,26.6699,27.298,26.7444,26.8482252777778
B35,2021-09-12,26.6503,27.563,26.70485,26.8523555555556
N01,2021-09-12,26.4853,27.8674,26.8805,27.0375181944444
N02,2021-09-12,26.4989,27.8585,26.9003,27.0224404166667
N03,2021-09-12,26.5202,27.6398,26.9526,27.0027420833333
N04,2021-09-12,26.4142,28.1217,26.82685,27.0715880555556
N05,2021-09-12,26.3944,28.3492,26.80395,27.0760790277778
W01,2021-09-12,26.7151,27.1504,26.8862,26.8874645833333
W02,2021-09-12,26.7206,27.2197,26.8821,26.89382125
W04,2021-09-12,26.6833,27.3813,26.85915,26.9217676388889
W05,2021-09-12,26.6529,27.298,26.8391,26.8944540972222
B01,2021-09-13,26.7053,27.4996,26.83025,26.9743454166667
B02,2021-09-13,26.7244,27.7126,26.86165,27.0265158333333
B03,2021-09-13,26.6953,27.5778,26.9434,27.0108066666667
B04,2021-09-13,26.6517,27.6698,26.80055,26.9647804166667
B05,2021-09-13,26.8048,27.5921,27.00295,27.0774440277778
B06,2021-09-13,26.7791,27.448,26.88385,26.9850438888889
B07,2021-09-13,26.8229,27.5729,26.9592,27.0579447222222
B08,2021-09-13,26.71,27.791,26.87285,27.0491031944444
B09,2021-09-13,26.7266,27.6183,26.89975,27.0071929166667
B10,2021-09-13,26.6959,27.3209,26.7853,26.8703880555556
B10.5,2021-09-13,26.7041,27.3242,26.7986,26.8716355555556
B11,2021-09-13,26.7297,27.1973,26.80895,26.8612634722222
B12,2021-09-13,26.6717,27.3117,26.77395,26.8661731944444
B13,2021-09-13,26.6184,27.2992,26.7673,26.8344363888889
B14,2021-09-13,26.68,27.1857,26.7487,26.8086418055556
B15,2021-09-13,26.7152,27.1228,26.78005,26.8216454166667
B16,2021-09-13,26.7085,27.1322,26.816,26.8403940277778
B17,2021-09-13,26.7203,27.2149,26.80925,26.8412777777778
B18,2021-09-13,26.7169,27.1171,26.81125,26.8448495833333
B19,2021-09-13,26.691,27.3416,26.83,26.88758875
B20,2021-09-13,26.6689,27.3225,26.7847,26.8661801388889
B21,2021-09-13,26.6917,27.1721,26.8063,26.8684541666667
B22,2021-09-13,26.673,27.2727,26.808,26.8752923611111
B24,2021-09-13,26.6783,27.3065,26.8028,26.8608536111111
B25,2021-09-13,26.7015,27.2857,26.7971,26.8571018055556
B26,2021-09-13,26.7132,27.3167,26.80055,26.8660728472222
B27,2021-09-13,26.7451,27.153,26.7895,26.8445515277778
B28,2021-09-13,26.6979,27.2675,26.77695,26.8482398611111
B29,2021-09-13,26.6747,27.1628,26.7585,26.8225868055556
B30,2021-09-13,26.7348,27.1745,26.78785,26.8399218055556
B31,2021-09-13,26.7406,27.2446,26.80355,26.84478125
B32,2021-09-13,26.7006,27.2569,26.8158,26.8371718055556
B33,2021-09-13,26.6879,27.2941,26.7727,26.8557459722222
B35,2021-09-13,26.5228,27.7006,26.73055,26.9305123611111
N01,2021-09-13,26.6554,27.7128,26.792,26.9705979166667
N02,2021-09-13,26.6592,27.6658,26.78985,26.9520211111111
N03,2021-09-13,26.6865,27.5973,26.83015,26.9677033333333
N04,2021-09-13,26.6028,27.9532,26.72295,26.9995051388889
N05,2021-09-13,26.5566,28.1465,26.6936,27.0078104166667
W01,2021-09-13,26.7573,27.2493,26.8188,26.8571694444444
W02,2021-09-13,26.7463,27.234,26.81245,26.8553018055556
W04,2021-09-13,26.6742,27.3605,26.79585,26.8785779166667
W05,2021-09-13,26.6398,27.2269,26.78135,26.8491825694444
B01,2021-09-14,26.677,27.4496,26.82845,26.9576413888889
B02,2021-09-14,26.7489,27.5046,26.8707,26.995525
B03,2021-09-14,26.7971,27.3812,26.95,27.0045883333333
B04,2021-09-14,26.6817,27.4039,26.7998,26.9323026388889
B05,2021-09-14,26.8155,27.3975,26.9765,27.0429198611111
B06,2021-09-14,26.7368,27.2802,26.8462,26.9259229166667
B07,2021-09-14,26.7163,27.2692,26.8721,26.92801625
B08,2021-09-14,26.5873,27.3815,26.75425,26.8938923611111
B09,2021-09-14,26.5111,27.2914,26.7864,26.8402661111111
B10,2021-09-14,26.6285,27.2966,26.73115,26.8629933333333
B10.5,2021-09-14,26.6779,27.184,26.78635,26.8639333333333
B11,2021-09-14,26.6923,27.1142,26.79865,26.8409720833333
B12,2021-09-14,26.6177,27.3174,26.7902,26.8629531944444
B13,2021-09-14,26.6316,27.2045,26.7684,26.8544393055556
B14,2021-09-14,26.6985,27.2092,26.74085,26.83021625
B15,2021-09-14,26.7387,27.1093,26.79835,26.8347848611111
B16,2021-09-14,26.7308,27.1735,26.80545,26.8395827777778
B17,2021-09-14,26.7287,27.1238,26.81275,26.8578577777778
B18,2021-09-14,26.7358,27.1345,26.7955,26.8656141666667
B19,2021-09-14,26.6636,27.3952,26.79465,26.8962111111111
B20,2021-09-14,26.6827,27.4082,26.78515,26.9102834722222
B21,2021-09-14,26.6844,27.3382,26.77865,26.9018776388889
B22,2021-09-14,26.6463,27.4439,26.77825,26.90368625
B24,2021-09-14,26.6726,27.4026,26.807,26.8821601388889
B25,2021-09-14,26.6776,27.3867,26.78645,26.8872094444444
B26,2021-09-14,26.688,27.5984,26.8015,26.9105255555556
B27,2021-09-14,26.7302,27.2483,26.7915,26.8712172222222
B28,2021-09-14,26.6631,27.4369,26.7828,26.8770336111111
B29,2021-09-14,26.554,27.3763,26.77075,26.8545490277778
B30,2021-09-14,26.6916,27.5969,26.8364,26.9334151388889
B31,2021-09-14,26.7113,27.424,26.83825,26.9204727777778
B32,2021-09-14,26.6847,27.5842,26.88375,26.9475884722222
B33,2021-09-14,26.6832,27.4164,26.7585,26.9196215277778
B35,2021-09-14,26.4348,27.8424,26.58505,26.9093806944444
N01,2021-09-14,26.678,27.4587,26.7875,26.9308318055556
N02,2021-09-14,26.6772,27.463,26.79735,26.9206813888889
N03,2021-09-14,26.6997,27.4062,26.8346,26.9316872222222
N04,2021-09-14,26.5736,27.6211,26.73605,26.9308072222222
N05,2021-09-14,26.4816,27.891,26.6866,26.9311858333333
W01,2021-09-14,26.7192,27.2739,26.8351,26.8822544444444
W02,2021-09-14,26.7089,27.2891,26.82525,26.8886022222222
W04,2021-09-14,26.6715,27.5236,26.78035,26.9291898611111
W05,2021-09-14,26.6339,27.4176,26.7519,26.8905761111111
B01,2021-09-15,26.7496,27.5456,26.95775,27.0583202777778
B02,2021-09-15,26.737,27.8199,26.9838,27.0773620833333
B03,2021-09-15,26.7953,27.4835,26.94465,27.04447
B04,2021-09-15,26.7219,27.5987,26.88315,27.0086351388889
B05,2021-09-15,26.7783,27.5796,27.0092,27.082995
B06,2021-09-15,26.7088,27.4822,26.9566,27.0040498611111
B07,2021-09-15,26.7183,27.6682,26.9719,27.0408936111111
B08,2021-09-15,26.6953,27.7197,26.89845,27.0461506944444
B09,2021-09-15,26.5181,27.6934,26.93135,27.0065306944444
B10,2021-09-15,26.7363,27.7617,27.08005,27.06482125
B10.5,2021-09-15,26.7607,27.3525,27.09815,27.0431656944444
B11,2021-09-15,26.7547,27.1658,26.9273,26.9164601388889
B12,2021-09-15,26.7295,27.5469,26.8851,26.9531956944444
B13,2021-09-15,26.7043,27.5001,26.91765,26.9498965277778
B14,2021-09-15,26.7436,27.5688,26.946,26.9906463888889
B15,2021-09-15,26.7402,27.343,26.93835,26.9389565277778
B16,2021-09-15,26.7451,27.3046,26.94685,26.94435875
B17,2021-09-15,26.7245,27.4631,26.89565,26.9542258333333
B18,2021-09-15,26.7335,27.2029,26.90915,26.9288736111111
B19,2021-09-15,26.7514,27.5349,26.88445,26.9977304166667
B20,2021-09-15,26.7315,27.4208,26.91175,26.9713445833333
B21,2021-09-15,26.7381,27.373,26.92105,26.9853990277778
B22,2021-09-15,26.7431,27.4633,26.91885,26.9938925
B24,2021-09-15,26.7496,27.4025,26.9586,26.9950177777778
B25,2021-09-15,26.7718,27.4977,26.9014,26.9739009722222
B26,2021-09-15,26.7519,27.4698,26.87595,26.9583728472222
B27,2021-09-15,26.7651,27.195,26.8755,26.9035244444444
B28,2021-09-15,26.7615,27.3322,26.80325,26.9113570833333
B29,2021-09-15,26.737,27.4603,26.85375,26.9372284722222
B30,2021-09-15,26.7567,27.4553,26.85255,26.9201063888889
B31,2021-09-15,26.745,27.3085,26.8424,26.9110880555556
B32,2021-09-15,26.7462,27.3751,26.8631,26.92703625
B33,2021-09-15,26.6809,27.3328,26.80165,26.8618484722222
B35,2021-09-15,26.5907,27.79,26.79975,26.9261245833333
N01,2021-09-15,26.6767,27.6847,26.88925,27.0259222222222
N02,2021-09-15,26.6709,27.5886,26.88925,27.0030965277778
N03,2021-09-15,26.684,27.4904,26.9128,27.0039263888889
N04,2021-09-15,26.6478,27.9361,26.899,27.0715490277778
N05,2021-09-15,26.6029,28.1412,26.87805,27.0989554166667
W01,2021-09-15,26.7997,27.2643,26.9011,26.9371690277778
W02,2021-09-15,26.788,27.3384,26.8928,26.9455277777778
W04,2021-09-15,26.7162,27.4286,26.85265,26.9504754166667
